stream_id,streamer_name,stream_start_time,viewer_id,viewer_email,viewer_state,device_type,event_time,event_type,product_id,product_name,chat_message
STRM1,Alice,2025-07-19 09:00:00,CUST051,casey.johnson51@example.com,NY,mobile,2025-07-19 09:13:40,checkout_started,P004,Classic Yoga Mat,
STRM1,Alice,2025-07-19 09:00:00,CUST029,jordan.smith29@example.com,WA,desktop,2025-07-19 09:13:42,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST087,morgan.young87@example.com,WA,mobile,2025-07-19 09:13:43,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST054,jordan.clark54@example.com,FL,desktop,2025-07-19 09:13:54,checkout_started,P012,Smart Desk Lamp,
STRM1,Alice,2025-07-19 09:00:00,CUST081,casey.hall81@example.com,AZ,tablet,2025-07-19 09:13:56,chat_message,,,😍
STRM1,Alice,2025-07-19 09:00:00,CUST079,jamie.allen79@example.com,NC,desktop,2025-07-19 09:13:59,product_view,P014,Eco Notebook,
STRM1,Alice,2025-07-19 09:00:00,CUST057,reese.brown57@example.com,AZ,tablet,2025-07-19 09:14:04,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST031,avery.young31@example.com,TX,mobile,2025-07-19 09:14:08,add_to_cart,P016,Eco Smart Thermostat,
STRM1,Alice,2025-07-19 09:00:00,CUST069,avery.davis69@example.com,MI,desktop,2025-07-19 09:14:18,add_to_cart,P031,Classic LED Strip,
STRM1,Alice,2025-07-19 09:00:00,CUST052,avery.davis52@example.com,IL,tablet,2025-07-19 09:14:37,chat_message,,,Love this!
STRM1,Alice,2025-07-19 09:00:00,CUST014,avery.allen14@example.com,IL,tablet,2025-07-19 09:14:38,chat_message,,,Love this!
STRM1,Alice,2025-07-19 09:00:00,CUST069,avery.davis69@example.com,MI,desktop,2025-07-19 09:14:43,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST091,avery.clark91@example.com,NC,tablet,2025-07-19 09:14:45,chat_message,,,😍
STRM1,Alice,2025-07-19 09:00:00,CUST077,morgan.davis77@example.com,MI,tablet,2025-07-19 09:14:46,add_to_cart,P049,Classic Microphone,
STRM1,Alice,2025-07-19 09:00:00,CUST074,taylor.smith74@example.com,CA,mobile,2025-07-19 09:14:47,product_view,P014,Eco Notebook,
STRM1,Alice,2025-07-19 09:00:00,CUST073,avery.hall73@example.com,NC,tablet,2025-07-19 09:14:48,product_view,P034,Classic Running Shorts,
STRM1,Alice,2025-07-19 09:00:00,CUST049,avery.allen49@example.com,TX,desktop,2025-07-19 09:14:55,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST037,morgan.allen37@example.com,FL,desktop,2025-07-19 09:15:06,chat_message,,,😍
STRM1,Alice,2025-07-19 09:00:00,CUST017,alex.brown17@example.com,FL,tablet,2025-07-19 09:15:06,product_view,P042,Eco Charging Cable,
STRM1,Alice,2025-07-19 09:00:00,CUST066,skylar.hall66@example.com,TX,mobile,2025-07-19 09:15:07,product_view,P010,Smart Sunglasses,
STRM1,Alice,2025-07-19 09:00:00,CUST038,alex.hall38@example.com,NC,tablet,2025-07-19 09:15:09,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST098,jamie.hall98@example.com,CA,desktop,2025-07-19 09:15:18,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST052,avery.davis52@example.com,IL,mobile,2025-07-19 09:15:37,checkout_started,P007,Pro Bluetooth Speaker,
STRM1,Alice,2025-07-19 09:00:00,CUST025,morgan.young25@example.com,NY,tablet,2025-07-19 09:15:43,add_to_cart,P048,Eco Power Bank,
STRM1,Alice,2025-07-19 09:00:00,CUST001,drew.hall1@example.com,AZ,mobile,2025-07-19 09:15:44,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST094,drew.lopez94@example.com,CA,mobile,2025-07-19 09:16:02,order_completed,P004,Classic Yoga Mat,
STRM1,Alice,2025-07-19 09:00:00,CUST006,drew.brown6@example.com,CA,desktop,2025-07-19 09:16:03,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST073,avery.hall73@example.com,NC,desktop,2025-07-19 09:16:11,chat_message,,,❤️
STRM1,Alice,2025-07-19 09:00:00,CUST005,jordan.smith5@example.com,TX,tablet,2025-07-19 09:16:12,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST054,jordan.clark54@example.com,FL,mobile,2025-07-19 09:16:19,checkout_started,P002,Smart Earbuds,
STRM1,Alice,2025-07-19 09:00:00,CUST083,taylor.brown83@example.com,WA,desktop,2025-07-19 09:16:44,checkout_started,P033,Classic Graphic Tee,
STRM1,Alice,2025-07-19 09:00:00,CUST087,morgan.young87@example.com,WA,tablet,2025-07-19 09:16:48,add_to_cart,P029,Pro Beard Trimmer,
STRM1,Alice,2025-07-19 09:00:00,CUST015,drew.smith15@example.com,TX,desktop,2025-07-19 09:16:54,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST051,casey.johnson51@example.com,NY,tablet,2025-07-19 09:17:06,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST039,casey.clark39@example.com,AZ,desktop,2025-07-19 09:17:10,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST009,jamie.lee9@example.com,NY,mobile,2025-07-19 09:17:23,product_view,P004,Classic Yoga Mat,
STRM1,Alice,2025-07-19 09:00:00,CUST086,casey.clark86@example.com,NC,desktop,2025-07-19 09:17:37,add_to_cart,P044,Classic Card Holder,
STRM1,Alice,2025-07-19 09:00:00,CUST060,drew.clark60@example.com,GA,tablet,2025-07-19 09:17:51,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST077,morgan.davis77@example.com,MI,tablet,2025-07-19 09:18:12,add_to_cart,P025,Smart Essential Oil,
STRM1,Alice,2025-07-19 09:00:00,CUST097,jordan.brown97@example.com,FL,tablet,2025-07-19 09:18:42,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST086,casey.clark86@example.com,NC,mobile,2025-07-19 09:18:49,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST073,avery.hall73@example.com,NC,desktop,2025-07-19 09:18:50,add_to_cart,P020,Pro Water Bottle,
STRM1,Alice,2025-07-19 09:00:00,CUST050,skylar.hall50@example.com,WA,desktop,2025-07-19 09:19:02,order_completed,P020,Pro Water Bottle,
STRM1,Alice,2025-07-19 09:00:00,CUST095,jordan.allen95@example.com,IL,desktop,2025-07-19 09:19:17,chat_message,,,😍
STRM1,Alice,2025-07-19 09:00:00,CUST033,reese.clark33@example.com,GA,desktop,2025-07-19 09:19:18,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST006,drew.brown6@example.com,CA,desktop,2025-07-19 09:19:19,product_view,P041,Classic Tote Bag,
STRM1,Alice,2025-07-19 09:00:00,CUST100,taylor.davis100@example.com,GA,tablet,2025-07-19 09:19:28,add_to_cart,P048,Eco Power Bank,
STRM1,Alice,2025-07-19 09:00:00,CUST037,morgan.allen37@example.com,FL,desktop,2025-07-19 09:19:31,add_to_cart,P023,Deluxe Travel Pillow,
STRM1,Alice,2025-07-19 09:00:00,CUST047,skylar.clark47@example.com,TX,mobile,2025-07-19 09:19:47,add_to_cart,P043,Smart Face Roller,
STRM1,Alice,2025-07-19 09:00:00,CUST090,casey.allen90@example.com,CA,tablet,2025-07-19 09:19:57,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST079,jamie.allen79@example.com,NC,mobile,2025-07-19 09:20:02,stream_view_start,,,
STRM2,Bob,2025-07-19 09:20:00,CUST020,skylar.brown20@example.com,WA,desktop,2025-07-19 09:20:02,product_view,P048,Eco Power Bank,
STRM1,Alice,2025-07-19 09:00:00,CUST072,casey.brown72@example.com,WA,desktop,2025-07-19 09:20:03,product_view,P032,Smart Hand Sanitizer,
STRM1,Alice,2025-07-19 09:00:00,CUST029,jordan.smith29@example.com,WA,tablet,2025-07-19 09:20:03,product_view,P027,Eco Mouse Pad,
STRM1,Alice,2025-07-19 09:00:00,CUST020,skylar.brown20@example.com,WA,mobile,2025-07-19 09:20:03,stream_view_start,,,
STRM2,Bob,2025-07-19 09:20:00,CUST082,casey.lopez82@example.com,IL,desktop,2025-07-19 09:20:04,checkout_started,P008,Classic Sneakers,
STRM2,Bob,2025-07-19 09:20:00,CUST058,casey.young58@example.com,NC,tablet,2025-07-19 09:20:07,add_to_cart,P030,Deluxe Diffuser,
STRM1,Alice,2025-07-19 09:00:00,CUST013,drew.allen13@example.com,CA,mobile,2025-07-19 09:20:12,add_to_cart,P030,Deluxe Diffuser,
STRM2,Bob,2025-07-19 09:20:00,CUST036,taylor.clark36@example.com,WA,mobile,2025-07-19 09:20:14,chat_message,,,❤️
STRM1,Alice,2025-07-19 09:00:00,CUST038,alex.hall38@example.com,NC,desktop,2025-07-19 09:20:17,add_to_cart,P040,Eco Slippers,
STRM2,Bob,2025-07-19 09:20:00,CUST086,casey.clark86@example.com,NC,mobile,2025-07-19 09:20:17,add_to_cart,P046,Eco Fleece Blanket,
STRM2,Bob,2025-07-19 09:20:00,CUST064,jamie.brown64@example.com,IL,desktop,2025-07-19 09:20:28,checkout_started,P041,Classic Tote Bag,
STRM1,Alice,2025-07-19 09:00:00,CUST055,taylor.lopez55@example.com,IL,desktop,2025-07-19 09:20:31,order_completed,P002,Smart Earbuds,
STRM2,Bob,2025-07-19 09:20:00,CUST007,taylor.clark7@example.com,MI,mobile,2025-07-19 09:20:31,stream_exit,,,
STRM2,Bob,2025-07-19 09:20:00,CUST088,jordan.brown88@example.com,NY,tablet,2025-07-19 09:20:32,chat_message,,,Love this!
STRM1,Alice,2025-07-19 09:00:00,CUST057,reese.brown57@example.com,AZ,desktop,2025-07-19 09:20:33,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST098,jamie.hall98@example.com,CA,mobile,2025-07-19 09:20:40,product_view,P013,Pro Coffee Mug,
STRM2,Bob,2025-07-19 09:20:00,CUST026,drew.smith26@example.com,MI,desktop,2025-07-19 09:20:41,add_to_cart,P019,Deluxe Makeup Kit,
STRM1,Alice,2025-07-19 09:00:00,CUST081,casey.hall81@example.com,AZ,tablet,2025-07-19 09:20:42,stream_view_start,,,
STRM2,Bob,2025-07-19 09:20:00,CUST025,morgan.young25@example.com,NY,tablet,2025-07-19 09:20:48,stream_exit,,,
STRM1,Alice,2025-07-19 09:00:00,CUST068,jordan.lee68@example.com,CA,tablet,2025-07-19 09:20:51,checkout_started,P034,Classic Running Shorts,
STRM1,Alice,2025-07-19 09:00:00,CUST082,casey.lopez82@example.com,IL,tablet,2025-07-19 09:20:52,product_view,P030,Deluxe Diffuser,
STRM1,Alice,2025-07-19 09:00:00,CUST011,morgan.davis11@example.com,MI,mobile,2025-07-19 09:20:58,product_view,P021,Pro Hair Dryer,
STRM2,Bob,2025-07-19 09:20:00,CUST022,skylar.johnson22@example.com,WA,desktop,2025-07-19 09:21:00,product_view,P049,Classic Microphone,
STRM2,Bob,2025-07-19 09:20:00,CUST008,skylar.lee8@example.com,NY,tablet,2025-07-19 09:21:04,stream_view_start,,,
STRM1,Alice,2025-07-19 09:00:00,CUST023,casey.davis23@example.com,IL,mobile,2025-07-19 09:21:14,add_to_cart,P010,Smart Sunglasses,
STRM1,Alice,2025-07-19 09:00:00,CUST091,avery.clark91@example.com,NC,tablet,2025-07-19 09:21:18,product_view,P013,Pro Coffee Mug,
STRM2,Bob,2025-07-19 09:20:00,CUST032,taylor.young32@example.com,NY,mobile,2025-07-19 09:21:26,product_view,P031,Classic LED Strip,
STRM1,Alice,2025-07-19 09:00:00,CUST043,casey.lopez43@example.com,NC,mobile,2025-07-19 09:21:39,product_view,P030,Deluxe Diffuser,
STRM1,Alice,2025-07-19 09:00:00,CUST070,alex.hall70@example.com,GA,tablet,2025-07-19 09:21:44,stream_view_start,,,
STRM2,Bob,2025-07-19 09:20:00,CUST060,drew.clark60@example.com,GA,tablet,2025-07-19 09:21:48,chat_message,,,Too expensive
STRM2,Bob,2025-07-19 09:20:00,CUST090,casey.allen90@example.com,CA,tablet,2025-07-19 09:21:52,add_to_cart,P034,Classic Running Shorts,
